id,service_id,salon_id,service_name,service_num,department_name,service_class_name,goods_id,goods_name,balance,consume_unit,consume_unit_id,unit,material_raw_json
1345393,492240,1467,海魅云镜再生材料,FW20251012044336614,无创科,玻尿酸（塑形填充）,,,,,,,
332287,158819,1467,【服务】迪玛斯缇牛奶酸全脸,DMST01,皮肤科,小项目,,,,,,,
1337626,489371,1467,【服务】艾维岚上瘾红童颜水光,FW20250928139259655,皮肤科,中胚层项目,314441,注射用透明酸钠复合溶液（冭活泡泡2.5ml/支）,1,盒,0,盒,"{""id"":184134,""service_id"":489371,""goods_id"":314441,""goods_name"":""注射用透明酸钠复合溶液（冭活泡泡2.5ml/支）"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":314441}"
802884,363940,1467,敷麻药,FW20240325118415079,无创科,无创手工,,,,,,,
424229,206896,1467,打水光/滚针（手工）,SG13,皮肤科,手工,,,,,,,
150359,99749,1467,导入（手工）,sg007,皮肤科,手工,,,,,,,
424234,206901,1467,打祛痣/10颗下（手工）,SG18,皮肤科,手工,,,,,,,
424235,206902,1467,打祛痣/10颗上（手工）,SG19,皮肤科,手工,,,,,,,
1325697,485832,1467,光子（多部位）配台,FW20250916239301295,皮肤科,手工,,,,,,,
1215536,455204,1467,普丽妍童颜针,FW20250526211704795,无创科,玻尿酸（塑形填充）,,,,,,,
802875,363931,1467,童颜针（手工）,FW20240325615019364,无创科,无创手工,,,,,,,
802874,363930,1467,无创10支以上,FW20240325953397781,无创科,无创手工,,,,,,,
802873,363929,1467,无创5支以上,FW20240325105232270,无创科,无创手工,,,,,,,
873707,384302,1467,无创5支以内,FW20240704566842492,无创科,无创手工,,,,,,,
1325500,485633,1467,水光配台（三支以上）,FW20250915373689508,皮肤科,手工,,,,,,,
1325499,485632,1467,水光配台（三支以内）,FW20250915103128619,皮肤科,手工,,,,,,,
770734,352022,1467,打手针,sg241608,皮肤科,手工,,,,,,,
944402,404412,1467,【服务】冭活泡泡2.5ml,FW20241016456602384,皮肤科,中胚层项目,314441,注射用透明酸钠复合溶液（冭活泡泡2.5ml/支）,1,盒,0,盒,"{""id"":57388,""service_id"":404412,""goods_id"":314441,""goods_name"":""注射用透明酸钠复合溶液（冭活泡泡2.5ml/支）"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":314441}"
1319383,481483,1467,【服务】舒颜长效水光+基础润泽水光,FW20250909141738531,皮肤科,中胚层项目,274518,（娃娃针）润致Agua注射用修饰透明质酸纳凝胶2.0ml,1,支,0,支,"{""id"":182280,""service_id"":481483,""goods_id"":274518,""goods_name"":""（娃娃针）润致Agua注射用修饰透明质酸纳凝胶2.0ml"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274518}"
851838,378558,1467,【服务】牛奶酸四肢,FW20240531875834128,皮肤科,小项目,,,,,,,
1318063,480780,1467,雅妍仕胶原蛋白0.5ml,FW20250907810486248,无创科,玻尿酸（塑形填充）,274211,壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）,1,支,0,支,"{""id"":181662,""service_id"":480780,""goods_id"":274211,""goods_name"":""壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274211}"
994345,423392,1467,【服务】丝丽修复焕采640,FW20250113738430266,皮肤科,中胚层项目,274524,丝丽抗皱精华液516,1,支,0,支,"{""id"":71345,""service_id"":423392,""goods_id"":274524,""goods_name"":""丝丽抗皱精华液516"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274524}"
1312951,479340,1467,打光子单部位（手工）,FW20250902844932153,皮肤科,手工,,,,,,,
1312950,479339,1467,打眼周（手工）,FW20250902020836803,皮肤科,手工,,,,,,,
1312944,479332,1467,面部刷酸（手工）,FW20250902689764270,皮肤科,手工,,,,,,,
1312943,479331,1467,四肢脱毛（手工）,FW20250902839216853,皮肤科,手工,,,,,,,
1312942,479330,1467,单部位刷酸（手工）,FW20250902940342750,皮肤科,手工,,,,,,,
797274,361603,1467,直白生物酶,FW20240312550042528,皮肤科,小项目,,,,,,,
351969,170000,1467,【服务】超皮秒爆黑头,CPM02,皮肤科,光电项目,,,,,,,
989484,422006,1467,【氧化暗沉】抗糖焕白,251213,生美部,生美项目,,,,,,,
103982,68357,1467,【服务】国产水杨酸,pfk014,皮肤科,小项目,,,,,,,
1304013,477772,1467,【服务】乔洛施外泌体,FW20250827617429164,皮肤科,光电项目,,,,,,,
141825,94269,1467,【服务】光子嫩肤（皇后CC）,pt020,皮肤科,光电项目,,,,,,,
989474,421996,1467,头皮滋养护理,251203,生美部,生美项目,,,,,,,
853577,378731,1467,【服务】牛奶酸单部位,FW20240602354360860,皮肤科,小项目,,,,,,,
1289370,475347,1467,【服务】国产肉毒瘦上手臂,FW20250813684342840,无创科,肉毒素治疗,,,,,,,
1199679,454451,1467,【服务】瘦肩/瘦腿300单位,FW20250524361045849,无创科,肉毒素治疗,,,,,,,
805816,365107,1467,嗨体祛颈纹1.5ml,FW20240329477890915,无创科,玻尿酸（塑形填充）,274195,注射用透明酸钠复合溶液（嗨体1.5ml/支）,1,支,0,支,"{""id"":11359,""service_id"":365107,""goods_id"":274195,""goods_name"":""注射用透明酸钠复合溶液（嗨体1.5ml/支）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274195}"
1281359,473192,1467,思伊美（至极）,FW20250803295094233,无创科,玻尿酸（塑形填充）,274211,壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）,1,支,0,支,"{""id"":176567,""service_id"":473192,""goods_id"":274211,""goods_name"":""壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274211}"
1281358,473191,1467,思伊美（至瑅）,FW20250803116940253,无创科,玻尿酸（塑形填充）,274211,壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）,1,支,0,支,"{""id"":176566,""service_id"":473191,""goods_id"":274211,""goods_name"":""壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274211}"
1281356,473189,1467,思伊美（至柔）,FW20250803381385316,无创科,玻尿酸（塑形填充）,274211,壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）,1,支,0,支,"{""id"":176565,""service_id"":473189,""goods_id"":274211,""goods_name"":""壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274211}"
805133,365009,1467,【服务】大手臂脱毛,FW20240329647497093,皮肤科,脱毛项目,,,,,,,
1274597,470907,1467,【服务】防晒水光,FW20250723508047978,皮肤科,中胚层项目,274513,医用透明质酸钠凝胶2.0ml（海月兰）,1,支,0,支,"{""id"":175608,""service_id"":470907,""goods_id"":274513,""goods_name"":""医用透明质酸钠凝胶2.0ml（海月兰）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274513}"
1273677,470710,1467,雅妍仕胶原蛋白1ml,FW20250721032042651,无创科,玻尿酸（塑形填充）,274211,壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）,1,支,0,支,"{""id"":175577,""service_id"":470710,""goods_id"":274211,""goods_name"":""壳聚糖季铵盐生物胶体液（爱尔菲琳黑）（10支/盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274211}"
103649,68029,1467,【服务】娇兰玻尿酸1ml,WC034,无创科,玻尿酸（塑形填充）,,,,,,,
1220035,457373,1467,【服务】英伦大提升,FW20250602311184135,无创科,肉毒素治疗,,,,,,,
1263325,466870,1467,爱拉丝提玻尿酸,FW20250701365308912,无创科,玻尿酸（塑形填充）,,,,,,,
897989,394732,1467,【服务】国产衡力全脸除皱100U,FW20240827949463167,无创科,肉毒素治疗,,,,,,,
990805,422651,1467,【服务】超光子局部（1565resurFX）,FW20250106345473830,皮肤科,光电项目,,,,,,,
898896,394860,1467,【服务】黄金超光子颈部（单模式）,FW20240829636932805,皮肤科,光电项目,,,,,,,
813152,368306,1467,【服务】红蓝光（LED）,FW20240412248807228,皮肤科,小项目,,,,,,,
802421,363699,1467,【服务】薇旖美胶原蛋白,FW20240323315429104,皮肤科,中胚层项目,,,,,,,
1224116,459256,1467,冰肌（手工）,FW20250608223080383,皮肤科,手工,,,,,,,
1224115,459255,1467,修丽可（手工）,FW20250608571898457,皮肤科,手工,,,,,,,
1224114,459254,1467,卸麻（手工）,FW20250608231873373,皮肤科,手工,,,,,,,
1224113,459253,1467,敷麻（手工）,FW20250608739822418,皮肤科,手工,,,,,,,
1224112,459252,1467,洁面（手工）,FW20250608753340923,皮肤科,手工,,,,,,,
833727,375262,1467,【服务】欧洲之星眼部单部位,FW20240518724027578,皮肤科,光电项目,,,,,,,
1154416,444158,1467,莫娜丽莎,FW20250423317307479,无创科,玻尿酸（塑形填充）,,,,,,,
510813,254661,1467,【服务】科丽真胶原水光针101,y1,皮肤科,中胚层项目,184391,101,1,件,0,件,"{""id"":11245,""service_id"":254661,""goods_id"":184391,""goods_name"":""101"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184391}"
813150,368304,1467,【服务】黄金超光子（双模式）,FW20240412856604360,皮肤科,光电项目,,,,,,,
1219769,457214,1467,【服务】双美胶原蛋白（肤莱美）,FW20250601232286072,皮肤科,中胚层项目,283713,伊肤泉小绿瓶,1,件,0,件,"{""id"":147899,""service_id"":457214,""goods_id"":283713,""goods_name"":""伊肤泉小绿瓶"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":283713}"
105331,69622,1467,埋线重睑术,ZW001,整外科,眼部-重睑术,,,,,,,
989847,422147,1467,碳酸泉洗发,251282,生美部,生美项目,,,,,,,
805787,365078,1467,【服务】伊肤泉控油祛痘套组,FW20240329941490145,皮肤科,中胚层项目,258817,伊肤泉控油祛痘套组,1,件,0,件,"{""id"":11240,""service_id"":365078,""goods_id"":258817,""goods_name"":""伊肤泉控油祛痘套组"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":258817}"
1216323,455836,1467,【服务】私密粉嫩 ,FW20250527565914913,皮肤科,光电项目,,,,,,,
1199697,454464,1467,【服务】小气泡+鼻头酸,FW20250524266395775,皮肤科,光电项目,,,,,,,
477525,240711,1467,单部位脱毛,tm1,皮肤科,手工,,,,,,,
953592,406455,1467,【服务】生美沙漠精灵,FW20241023785459035,皮肤科,小项目,,,,,,,
630326,297519,1467,濡白天使玻尿酸0.75ml,RB01,无创科,玻尿酸（塑形填充）,,,,,,,
514076,256687,1467,【服务】伊肤泉小绿瓶,pfk1150,皮肤科,中胚层项目,283713,伊肤泉小绿瓶,1,件,0,件,"{""id"":11369,""service_id"":256687,""goods_id"":283713,""goods_name"":""伊肤泉小绿瓶"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":283713}"
870782,383411,1467,【服务】超光子局部眼周/鼻部（1565resurFX）,FW20240629272626026,皮肤科,光电项目,,,,,,,
989521,422043,1467,和风舒洗,251250,生美部,生美项目,,,,,,,
105406,69697,1467,肉痣切除术,ZW076,整外科,其他手术,,,,,,,
1170813,449384,1467,【服务】国产腮腺,FW20250511510179170,无创科,肉毒素治疗,,,,,,,
805813,365104,1467,【服务】韩国伊婉玻尿酸V1ml,FW20240329771729781,无创科,玻尿酸（塑形填充）,274203,"伊婉V
（注射用修饰透明质酸钠凝胶）",1,支,0,支,"{""id"":11367,""service_id"":365104,""goods_id"":274203,""goods_name"":""伊婉V\n（注射用修饰透明质酸钠凝胶）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274203}"
948613,405803,1467,【服务】碳酸泉洗发60min,FW20241021893250395,皮肤科,小项目,,,,,,,
1157694,445536,1467,【服务】国产衡力下颌缘+颈阔肌100u,FW20250427980883265,无创科,肉毒素治疗,,,,,,,
805773,365064,1467,【服务】超声炮中面部抗衰（刀炮）基础,FW20240329446530378,皮肤科,光电项目,,,,,,,
989893,422193,1467,小热拉提,FW20250104287962909,生美部,生美项目,,,,,,,
989524,422046,1467,日式和风舒洗,251253,生美部,生美项目,,,,,,,
103651,68031,1467,【服务】法思丽玻尿酸1ml,WC036,无创科,玻尿酸（塑形填充）,,,,,,,
989849,422149,1467,面部,251284,生美部,生美项目,,,,,,,
989868,422168,1467,修丽可瀑布水疗,251304,生美部,生美项目,,,,,,,
1140508,440018,1467,打全身超光子美白（手工）,FW20250410832737499,皮肤科,手工,,,,,,,
1140507,440017,1467,全身超光子美白配台（手工）,FW20250410869246643,皮肤科,手工,,,,,,,
171395,112621,1467,【服务】黄金微针无针,049,皮肤科,光电项目,,,,,,,
1137890,438881,1467,【服务】贻贝粘蛋白 （头皮）,FW20250407544021278,皮肤科,中胚层项目,274514,无菌液体伤口敷料（富勒烯3ml/支）,1,支,0,支,"{""id"":139725,""service_id"":438881,""goods_id"":274514,""goods_name"":""无菌液体伤口敷料（富勒烯3ml/支）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274514}"
989475,421997,1467,328拼团活动,251204,生美部,生美项目,,,,,,,
989482,422004,1467,【滋养保湿】奢华新肌,251211,生美部,生美项目,,,,,,,
805818,365109,1467,【服务】乔雅登极致0.8ml,FW20240329994001169,无创科,玻尿酸（塑形填充）,274207,注射用交联透明质酸钠凝胶（0.8ml/支 3支/盒）极致,1,支,3242,盒,"{""id"":11358,""service_id"":365109,""goods_id"":274207,""goods_name"":""注射用交联透明质酸钠凝胶（0.8ml/支 3支/盒）极致"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":3242,""unit"":""盒"",""ratio"":2,""spu_id"":274207}"
805794,365085,1467,【服务】氨甲环素加入水光,FW20240329171937135,皮肤科,中胚层项目,,,,,,,
1116240,435205,1467,【服务】胶原水光,FW20250327491350764,皮肤科,中胚层项目,184391,101,1,件,0,件,"{""id"":138738,""service_id"":435205,""goods_id"":184391,""goods_name"":""101"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184391}"
1116239,435204,1467,【服务】玻尿酸,FW20250327480127919,无创科,玻尿酸（塑形填充）,,,,,,,
954626,406906,1467,【服务】小V脸 30min 溶脂提升,FW20241026410521832,皮肤科,光电项目,,,,,,,
989472,421994,1467,【肌肤修复】沙漠精灵,251201,生美部,生美项目,,,,,,,
989473,421995,1467,【紧致提升】时光美人,251202,生美部,生美项目,,,,,,,
805088,364988,1467,【服务】国产腋臭针100u,FW20240329029399207,无创科,肉毒素治疗,,,,,,,
897215,394121,1467,【服务】瑞恩诗三型胶原水光,FW20240826642117318,皮肤科,中胚层项目,184391,101,1,件,0,件,"{""id"":45884,""service_id"":394121,""goods_id"":184391,""goods_name"":""101"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184391}"
805788,365079,1467,【服务】伊肤泉美白淡斑套组,FW20240329280238170,皮肤科,中胚层项目,,,,,,,
822483,372037,1467,【服务】超声炮（单部位）,FW20240428351864451,皮肤科,光电项目,,,,,,,
989879,422179,1467,萱草集洗面奶,251315,生美部,生美项目,,,,,,,
805786,365077,1467,【服务】富勒烯基础水光,FW20240329139855817,皮肤科,中胚层项目,274514,无菌液体伤口敷料（富勒烯3ml/支）,1,支,0,支,"{""id"":15565,""service_id"":365077,""goods_id"":274514,""goods_name"":""无菌液体伤口敷料（富勒烯3ml/支）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274514}"
989876,422176,1467,360深层清洁管理,251312,生美部,生美项目,,,,,,,
989477,421999,1467,【嘭嘭水光肌】SOS肌肤小吊瓶,251206,生美部,生美项目,,,,,,,
948605,405799,1467,【服务】肩颈按摩60min,FW20241021153746925,皮肤科,小项目,,,,,,,
805803,365094,1467,【服务】进口botox瘦脸针100U,FW20240329055086292,无创科,肉毒素治疗,,,,,,,
857651,380062,1467,【服务】悦龄塑,FW20240610861027417,无创科,玻尿酸（塑形填充）,274199,“弗缦”医用胶原充填剂1ml,1,盒,0,盒,"{""id"":29262,""service_id"":380062,""goods_id"":274199,""goods_name"":""“弗缦”医用胶原充填剂1ml"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":274199}"
850274,378325,1467,【服务】弗缦胶原蛋白0.5ml,FW20240531313705585,无创科,玻尿酸（塑形填充）,274199,“弗缦”医用胶原充填剂1ml,1,盒,0,盒,"{""id"":15944,""service_id"":378325,""goods_id"":274199,""goods_name"":""“弗缦”医用胶原充填剂1ml"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":274199}"
1098817,430487,1467,【服务】格格针2ml,FW20250302865248643,无创科,玻尿酸（塑形填充）,,,,,,,
989527,422049,1467,【身心疗愈】全身舒缓SPA,251256,生美部,生美项目,,,,,,,
854747,379173,1467,【服务】丝丽715,FW20240605408362950,皮肤科,中胚层项目,274541,华熙丝丽水光,1,支,0,支,"{""id"":16197,""service_id"":379173,""goods_id"":274541,""goods_name"":""华熙丝丽水光"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274541}"
1098355,430354,1467,【服务】进口瘦脸+下颌缘150,FW20250301626123425,皮肤科,光电项目,,,,,,,
1095094,430118,1467,【服务】医然蛋白舒敏瓶,FW20250227246956900,皮肤科,中胚层项目,184391,101,1,件,0,件,"{""id"":135805,""service_id"":430118,""goods_id"":184391,""goods_name"":""101"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184391}"
989476,421998,1467,268拼团活动,251205,生美部,生美项目,,,,,,,
907057,399066,1467,【服务】瑞恩诗三型胶原水光眼周,FW20240915813095405,皮肤科,中胚层项目,184391,101,1,件,0,件,"{""id"":52242,""service_id"":399066,""goods_id"":184391,""goods_name"":""101"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184391}"
953593,406456,1467,【服务】生美肩颈活力spa,FW20241023021046872,皮肤科,小项目,,,,,,,
1007928,428366,1467,【洗发】深层清洁控油去屑洗发,FW20250219573683340,生美部,生美项目,,,,,,,
1007927,428365,1467,【洗发】营养修复洗发,FW20250219283928486,生美部,生美项目,,,,,,,
1006641,427847,1467,【服务】美甲特价手工,FW20250215143708719,生美部,生美项目,,,,,,,
1006640,427846,1467,【服务】美甲正价手工,FW20250215851119609,生美部,生美项目,,,,,,,
181253,118234,1467,【服务】熊猫针,033,无创科,玻尿酸（塑形填充）,274196,注射用透明质酸钠复合溶液1.0ml嗨体熊猫针,1,支,0,支,"{""id"":11362,""service_id"":118234,""goods_id"":274196,""goods_name"":""注射用透明质酸钠复合溶液1.0ml嗨体熊猫针"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274196}"
805815,365106,1467,【服务】弗缦胶原蛋白1ml,FW20240329655827499,无创科,玻尿酸（塑形填充）,274199,“弗缦”医用胶原充填剂1ml,1,盒,0,盒,"{""id"":11365,""service_id"":365106,""goods_id"":274199,""goods_name"":""“弗缦”医用胶原充填剂1ml"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":274199}"
989488,422010,1467,奢华新肌护理,251217,生美部,生美项目,,,,,,,
989480,422002,1467,【深层清洁】基底净化,251209,生美部,生美项目,,,,,,,
999105,424813,1467,【服务】美甲正价,FW20250207317629532,生美部,生美项目,,,,,,,
999104,424812,1467,【服务】美甲特价,FW20250207981218187,生美部,生美项目,,,,,,,
987975,421706,1467,【服务】裸色美甲,FW20241230623341030,生美部,生美项目,,,,,,,
989525,422047,1467,【舒压放松】肩颈热石活力SPA,251254,生美部,生美项目,,,,,,,
186305,121588,1467,【服务】二氧化碳祛痣,20211301,皮肤科,光电项目,,,,,,,
105335,69626,1467,芭比电眼综合重睑术,ZW005,整外科,眼部-重睑术,,,,,,,
104021,68396,1467,【服务】欧洲进口英诺祛黑小棕瓶,pfk045,皮肤科,中胚层项目,,,,,,,
989512,422034,1467,精致小颜,251241,生美部,生美项目,,,,,,,
998066,424362,1467,【服务】童颜水凝,FW20250125935023536,皮肤科,中胚层项目,314441,注射用透明酸钠复合溶液（冭活泡泡2.5ml/支）,1,盒,0,盒,"{""id"":72978,""service_id"":424362,""goods_id"":314441,""goods_name"":""注射用透明酸钠复合溶液（冭活泡泡2.5ml/支）"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":314441}"
103670,68050,1467,【服务】丰唇/泪沟注射-丰唇注射费,WC055,无创科,玻尿酸（塑形填充）,,,,,,,
652227,306614,1467,直白618-怡珂欣三文鱼水光+怡珂欣基础水光（赠药固返）,ZBPF,皮肤科,中胚层项目,,,,,,,
989878,422178,1467,9选品（勿删）,251314,生美部,生美项目,,,,,,,
996219,424021,1467,【服务】舒颜长效水光+基础东国水光,FW20250118237755763,皮肤科,中胚层项目,274518,（娃娃针）润致Agua注射用修饰透明质酸纳凝胶2.0ml,1,支,0,支,"{""id"":72735,""service_id"":424021,""goods_id"":274518,""goods_name"":""（娃娃针）润致Agua注射用修饰透明质酸纳凝胶2.0ml"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274518}"
996083,423980,1467,【服务】国产衡力头皮肉毒,FW20250118898799217,无创科,肉毒素治疗,,,,,,,
103950,68325,1467,【服务】疤痕软化针,pfk058,无创科,肉毒素治疗,,,,,,,
806297,365411,1467,【服务】普利兰动能素5Ml,FW20240401400888183,皮肤科,中胚层项目,272298,普利兰补水动能素,1,件,0,件,"{""id"":11234,""service_id"":365411,""goods_id"":272298,""goods_name"":""普利兰补水动能素"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":272298}"
805814,365105,1467,【服务】韩国伊婉玻尿酸C1ml,FW20240329230278786,无创科,玻尿酸（塑形填充）,274202,"伊婉C
（注射用修饰透明质酸钠凝胶）",1,支,0,支,"{""id"":11366,""service_id"":365105,""goods_id"":274202,""goods_name"":""伊婉C\n（注射用修饰透明质酸钠凝胶）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274202}"
994461,423461,1467,【服务】帝百珂胶原蛋白1.0ml,FW20250113658012287,无创科,玻尿酸（塑形填充）,274199,“弗缦”医用胶原充填剂1ml,1,盒,0,盒,"{""id"":71348,""service_id"":423461,""goods_id"":274199,""goods_name"":""“弗缦”医用胶原充填剂1ml"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":274199}"
514077,256688,1467,【服务】丝丽动能素516,pfk1151,皮肤科,中胚层项目,274524,丝丽抗皱精华液516,1,支,0,支,"{""id"":11251,""service_id"":256688,""goods_id"":274524,""goods_name"":""丝丽抗皱精华液516"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274524}"
805817,365108,1467,【服务】乔雅登雅致0.8ml,FW20240329388282545,无创科,玻尿酸（塑形填充）,274206,注射用交联透明质酸钠凝胶（0.8ml/支 2支/盒）雅致,1,支,3241,盒,"{""id"":11357,""service_id"":365108,""goods_id"":274206,""goods_name"":""注射用交联透明质酸钠凝胶（0.8ml/支 2支/盒）雅致"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":3241,""unit"":""盒"",""ratio"":2,""spu_id"":274206}"
650261,305982,1467,艾莉薇风尚玻尿酸1ML,ZBWC002,无创科,玻尿酸（塑形填充）,274208,艾莉薇注射用交联透明质酸纳凝胶1ml*1支/盒（红盒）,1,支,0,支,"{""id"":11361,""service_id"":305982,""goods_id"":274208,""goods_name"":""艾莉薇注射用交联透明质酸纳凝胶1ml*1支/盒（红盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274208}"
650260,305981,1467,艾莉薇传奇玻尿酸1ML,ZBWC001,无创科,玻尿酸（塑形填充）,274210,注射用交联透明质酸钠凝胶(艾莉薇传奇版蓝盒）,1,支,0,支,"{""id"":11360,""service_id"":305981,""goods_id"":274210,""goods_name"":""注射用交联透明质酸钠凝胶(艾莉薇传奇版蓝盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274210}"
990800,422646,1467,【服务】剥离术单部位,FW20250106698627130,无创科,肉毒素治疗,,,,,,,
810207,366685,1467,【服务】炫白瓶,FW20240407360181323,皮肤科,中胚层项目,274542,无菌液体伤口敷料（富勒烯炫白5ml/支）,1,支,0,支,"{""id"":11650,""service_id"":366685,""goods_id"":274542,""goods_name"":""无菌液体伤口敷料（富勒烯炫白5ml/支）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274542}"
805792,365083,1467,【服务】普利兰美白再生,FW20240329361845387,皮肤科,中胚层项目,285013,透明质酸钠医用修护敷料3ml/瓶（普利兰美白焕肤修复精华）,1,支,0,支,"{""id"":11648,""service_id"":365083,""goods_id"":285013,""goods_name"":""透明质酸钠医用修护敷料3ml/瓶（普利兰美白焕肤修复精华）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":285013}"
805791,365082,1467,【服务】普利兰修复三文鱼,FW20240329264206879,皮肤科,中胚层项目,285014,透明质酸钠医用修护敷料3ml/瓶（普利兰修复滋润精华液）,1,支,0,支,"{""id"":11649,""service_id"":365082,""goods_id"":285014,""goods_name"":""透明质酸钠医用修护敷料3ml/瓶（普利兰修复滋润精华液）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":285014}"
805790,365081,1467,【服务】碧翠丝水光,FW20240329937922742,皮肤科,中胚层项目,146735,碧萃诗水光,1,件,0,件,"{""id"":11238,""service_id"":365081,""goods_id"":146735,""goods_name"":""碧萃诗水光"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":146735}"
805784,365075,1467,【服务】华熙丝丽水光针,FW20240329715043414,皮肤科,中胚层项目,274541,华熙丝丽水光,1,支,0,支,"{""id"":11243,""service_id"":365075,""goods_id"":274541,""goods_name"":""华熙丝丽水光"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274541}"
