id,service_id,salon_id,service_name,service_num,department_name,service_class_name,goods_id,goods_name,balance,consume_unit,consume_unit_id,unit,material_raw_json
805783,365074,1467,【服务】丝丽532动能素,FW20240329537434457,皮肤科,中胚层项目,274526,丝丽抗皱精华液532,1,支,0,支,"{""id"":11247,""service_id"":365074,""goods_id"":274526,""goods_name"":""丝丽抗皱精华液532"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274526}"
248340,141392,1467,【服务】奥珈397抗炎/抗衰,pfzpc01,皮肤科,中胚层项目,108047,奥珈397,1,件,0,件,"{""id"":11253,""service_id"":141392,""goods_id"":108047,""goods_name"":""奥珈397"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":108047}"
838028,376430,1467,【服务】PRP,FW20240522398088121,皮肤科,中胚层项目,274542,无菌液体伤口敷料（富勒烯炫白5ml/支）,1,支,0,支,"{""id"":12626,""service_id"":376430,""goods_id"":274542,""goods_name"":""无菌液体伤口敷料（富勒烯炫白5ml/支）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274542}"
813696,368525,1467,【服务】英诺水动力1号瓶,FW20240414764673777,皮肤科,中胚层项目,258818,水动力①号美白瓶,1,件,0,件,"{""id"":11233,""service_id"":368525,""goods_id"":258818,""goods_name"":""水动力①号美白瓶"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":258818}"
192513,123494,1467,【服务】奥珈2.0淡色素,20210523,皮肤科,中胚层项目,108048,奥珈20熊猫针,1,件,0,件,"{""id"":11254,""service_id"":123494,""goods_id"":108048,""goods_name"":""奥珈20熊猫针"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":108048}"
870804,383420,1467,【服务】菲玛吉白雪动能素,FW20240629495065180,皮肤科,中胚层项目,274541,华熙丝丽水光,1,支,0,支,"{""id"":34056,""service_id"":383420,""goods_id"":274541,""goods_name"":""华熙丝丽水光"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274541}"
809446,366512,1467,【服务】伊肤泉平肤套组,FW20240406426768456,皮肤科,中胚层项目,201919,伊肤泉平肤套组,1,件,0,件,"{""id"":11208,""service_id"":366512,""goods_id"":201919,""goods_name"":""伊肤泉平肤套组"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":201919}"
510815,254663,1467,【服务】科丽真胶原水光针301,y3,皮肤科,中胚层项目,184390,301,1,件,0,件,"{""id"":11244,""service_id"":254663,""goods_id"":184390,""goods_name"":""301"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184390}"
886564,389839,1467,【服务】美白淡斑素水光,FW20240731584572294,皮肤科,中胚层项目,,,,,,,
989896,422196,1467,熊猫眼护,FW20250104222656100,生美部,生美项目,,,,,,,
989895,422195,1467,日本抗糖化碳酸美白,FW20250104491345917,生美部,生美项目,,,,,,,
989894,422194,1467,深泉水素,FW20250104084798936,生美部,生美项目,,,,,,,
989884,422184,1467,LED光疗灯,FW20250104790153069,生美部,生美项目,,,,,,,
989881,422181,1467,斑痘技术,FW20250104764822343,生美部,生美项目,,,,,,,
989880,422180,1467,深水炸弹,251316,生美部,生美项目,,,,,,,
989877,422177,1467,ECM黑色素管理,251313,生美部,生美项目,,,,,,,
989875,422175,1467,光子单模式,251311,生美部,生美项目,,,,,,,
989874,422174,1467,专家面诊皮肤分析,251310,生美部,生美项目,,,,,,,
989873,422173,1467,斑;痘技术,251309,生美部,生美项目,,,,,,,
989872,422172,1467,碳酸泉洗发（内购卡）,251308,生美部,生美项目,,,,,,,
989871,422171,1467,禅翼热石SPA,251307,生美部,生美项目,,,,,,,
989869,422169,1467,头部舒压按摩,251305,生美部,生美项目,,,,,,,
989867,422167,1467,菲欧曼护理,251303,生美部,生美项目,,,,,,,
989866,422166,1467,眼部护理,251302,生美部,生美项目,,,,,,,
989865,422165,1467,毛囊检测,251301,生美部,生美项目,,,,,,,
989864,422164,1467,专家全方位面部问题检测,251300,生美部,生美项目,,,,,,,
989863,422163,1467,超皮秒祛黄美白,251299,生美部,生美项目,,,,,,,
989862,422162,1467,背部SPA护理,251298,生美部,生美项目,,,,,,,
989861,422161,1467,超光子嫩肤,251296,生美部,生美项目,,,,,,,
989860,422160,1467,双11活动-肩颈舒缓,251295,生美部,生美项目,,,,,,,
989859,422159,1467,背部热石,251294,生美部,生美项目,,,,,,,
989858,422158,1467,日本氧气泡+面部皮肤检测,251293,生美部,生美项目,,,,,,,
989857,422157,1467,和风舒洗+头皮检测,251292,生美部,生美项目,,,,,,,
989856,422156,1467,一休の简SPA,251291,生美部,生美项目,,,,,,,
989854,422154,1467,6选4套餐,251289,生美部,生美项目,,,,,,,
989853,422153,1467,抗糖化美白/日式小颜/干细胞3选1,251288,生美部,生美项目,,,,,,,
989852,422152,1467,碳酸泉洗发+面部清洁（伊智内部价）,251287,生美部,生美项目,,,,,,,
989851,422151,1467,酵素浴（伊智内部价）,251286,生美部,生美项目,,,,,,,
989850,422150,1467,碳酸泉洗发（伊智内部价）,251285,生美部,生美项目,,,,,,,
989848,422148,1467,净颜冰肌,251283,生美部,生美项目,,,,,,,
989846,422146,1467,东京禅冀热石SPA,251281,生美部,生美项目,,,,,,,
989536,422058,1467,手背脱毛,251265,生美部,生美项目,,,,,,,
989535,422057,1467,脐周脱毛,251264,生美部,生美项目,,,,,,,
989534,422056,1467,眉间脱毛,251263,生美部,生美项目,,,,,,,
989533,422055,1467,乳晕脱毛,251262,生美部,生美项目,,,,,,,
989532,422054,1467,脚趾脱毛,251261,生美部,生美项目,,,,,,,
989530,422052,1467,大和之愈整身SPA,251259,生美部,生美项目,,,,,,,
989528,422050,1467,身体预约,251257,生美部,生美项目,,,,,,,
989526,422048,1467,腋下脱毛,251255,生美部,生美项目,,,,,,,
989523,422045,1467,洗发预约,251252,生美部,生美项目,,,,,,,
989520,422042,1467,淋巴,251249,生美部,生美项目,,,,,,,
989519,422041,1467,樱の淋巴净排SPA	【9选品】,251248,生美部,生美项目,,,,,,,
989518,422040,1467,奢华新肌护理极道魔活氧气泡	【9选品】,251247,生美部,生美项目,,,,,,,
989517,422039,1467,日式晓姿眼部护理【9选品】,251246,生美部,生美项目,,,,,,,
989516,422038,1467,一休の简SPA	【9选品】,251245,生美部,生美项目,,,,,,,
989515,422037,1467,加班,251244,生美部,生美项目,,,,,,,
989514,422036,1467,好评,251243,生美部,生美项目,,,,,,,
989513,422035,1467,优质好评,251242,生美部,生美项目,,,,,,,
989511,422033,1467,日式精致小颜【9选品】,251240,生美部,生美项目,,,,,,,
989510,422032,1467,东京禅翼热石SPA	【9选品】,251239,生美部,生美项目,,,,,,,
989509,422031,1467,一休,251238,生美部,生美项目,,,,,,,
989508,422030,1467,极道魔活氧气泡,251237,生美部,生美项目,,,,,,,
989507,422029,1467,日本抗糖化碳酸美白【9选品】,251236,生美部,生美项目,,,,,,,
989506,422028,1467,抗糖美白,251235,生美部,生美项目,,,,,,,
989505,422027,1467,抗糖,251234,生美部,生美项目,,,,,,,
989504,422026,1467,干细胞,251233,生美部,生美项目,,,,,,,
989503,422025,1467,热石3选2,251232,生美部,生美项目,,,,,,,
989502,422024,1467,干细胞看护,251231,生美部,生美项目,,,,,,,
989501,422023,1467,小颜,251230,生美部,生美项目,,,,,,,
989500,422022,1467,日式晓姿眼部护理,251229,生美部,生美项目,,,,,,,
989499,422021,1467,【深源补水黑科技】水光炸弹,251228,生美部,生美项目,,,,,,,
989498,422020,1467,星空幻影美瞳线,251227,生美部,生美项目,,,,,,,
989497,422019,1467,魅力电眼美瞳线,251226,生美部,生美项目,,,,,,,
989496,422018,1467,果冻妈生唇,251225,生美部,生美项目,,,,,,,
989495,422017,1467,少女裸妆唇,251224,生美部,生美项目,,,,,,,
989494,422016,1467,丝雾野生眉,251223,生美部,生美项目,,,,,,,
989493,422015,1467,仿真线条眉,251222,生美部,生美项目,,,,,,,
989492,422014,1467,素颜柔雾眉,251221,生美部,生美项目,,,,,,,
989491,422013,1467,妆感氧气眉,251220,生美部,生美项目,,,,,,,
989490,422012,1467,项目调整,251219,生美部,生美项目,,,,,,,
989489,422011,1467,【退红修护】舒敏无忧,251218,生美部,生美项目,,,,,,,
989487,422009,1467,【眼部抗衰】眼部小熨斗,251216,生美部,生美项目,,,,,,,
989486,422008,1467,菲欧曼深层护理	【9选品】,251215,生美部,生美项目,,,,,,,
989485,422007,1467,净颜冰肌	【9选品】,251214,生美部,生美项目,,,,,,,
989483,422005,1467,688新客卡,251212,生美部,生美项目,,,,,,,
989481,422003,1467,【多效美肤】女神绵绵针,251210,生美部,生美项目,,,,,,,
989479,422001,1467,面部预约,251208,生美部,生美项目,,,,,,,
989478,422000,1467,【眼部SPA】桃花眼,251207,生美部,生美项目,,,,,,,
833863,375284,1467,【服务】补差价,FW20240518749942682,皮肤科,小项目,,,,,,,
989551,422073,1467,【气血供养】美胸SPA,251280,生美部,生美项目,,,,,,,
989550,422072,1467,【经络疏通】臀疗养护,251279,生美部,生美项目,,,,,,,
989549,422071,1467,比基尼造型管理脱毛,251278,生美部,生美项目,,,,,,,
989548,422070,1467,比基尼VIO脱毛,251277,生美部,生美项目,,,,,,,
989547,422069,1467,络腮胡脱毛,251276,生美部,生美项目,,,,,,,
989546,422068,1467,鬓角脱毛,251275,生美部,生美项目,,,,,,,
989545,422067,1467,发际线脱毛,251274,生美部,生美项目,,,,,,,
989544,422066,1467,比基尼O区脱毛,251273,生美部,生美项目,,,,,,,
989543,422065,1467,比基尼I区脱毛,251272,生美部,生美项目,,,,,,,
989542,422064,1467,比基尼V区脱毛,251271,生美部,生美项目,,,,,,,
989541,422063,1467,大腿脱毛,251270,生美部,生美项目,,,,,,,
989540,422062,1467,大手臂脱毛,251269,生美部,生美项目,,,,,,,
989539,422061,1467,小腿脱毛,251268,生美部,生美项目,,,,,,,
989538,422060,1467,小手臂脱毛,251267,生美部,生美项目,,,,,,,
989537,422059,1467,脚背脱毛,251266,生美部,生美项目,,,,,,,
988258,421831,1467,【服务】丽珠兰白盒,FW20250101613160687,皮肤科,中胚层项目,,,,,,,
987974,421705,1467,艾塑菲,FW20241230579708681,无创科,玻尿酸（塑形填充）,,,,,,,
986200,421269,1467,皮试手工,FW20241227526817050,无创科,无创手工,,,,,,,
809314,366394,1467,【服务】国产衡力下颌缘,FW20240405916162048,无创科,肉毒素治疗,,,,,,,
188844,122155,1467,【服务】两鬓角脱毛,2021517,皮肤科,脱毛项目,,,,,,,
984578,420643,1467,【服务】公主,FW20241221650040098,无创科,玻尿酸（塑形填充）,274199,“弗缦”医用胶原充填剂1ml,1,盒,0,盒,"{""id"":66678,""service_id"":420643,""goods_id"":274199,""goods_name"":""“弗缦”医用胶原充填剂1ml"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":274199}"
984471,420539,1467,【服务】瑞蓝2号玻尿酸,FW20241220135109717,无创科,玻尿酸（塑形填充）,274199,“弗缦”医用胶原充填剂1ml,1,盒,0,盒,"{""id"":66677,""service_id"":420539,""goods_id"":274199,""goods_name"":""“弗缦”医用胶原充填剂1ml"",""balance"":1,""consume_unit"":""盒"",""consume_unit_id"":0,""unit"":""盒"",""ratio"":1,""spu_id"":274199}"
105332,69623,1467,经典全切重睑术,ZW002,整外科,眼部-重睑术,,,,,,,
955369,407358,1467,【服务】黄金超声炮下颌缘,FW20241029612211136,皮肤科,光电项目,,,,,,,
805812,365103,1467,【服务】国产衡力肉毒加入水光,FW20240329129391678,无创科,肉毒素治疗,,,,,,,
960272,409610,1467,【服务】道趣芙琳恒白瓶,FW20241110334187253,皮肤科,中胚层项目,274513,医用透明质酸钠凝胶2.0ml（海月兰）,1,支,0,支,"{""id"":62138,""service_id"":409610,""goods_id"":274513,""goods_name"":""医用透明质酸钠凝胶2.0ml（海月兰）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274513}"
105334,69625,1467,韩式微雕综合重睑术,ZW004,整外科,眼部-重睑术,,,,,,,
958886,409092,1467,【服务】丽驻兰黑盒,FW20241106881343173,皮肤科,中胚层项目,,,,,,,
181277,118258,1467,外切去眼袋,0460,整外科,眼部-眼袋手术,,,,,,,
181263,118244,1467,眶隔释放眼袋矫正术,047,整外科,眼部-重睑术,,,,,,,
954753,406984,1467,【服务】一纳水杨酸,FW20241026066606726,皮肤科,小项目,,,,,,,
953594,406457,1467,【服务】馒化脸修复,FW20241023028276931,无创科,玻尿酸（塑形填充）,274206,注射用交联透明质酸钠凝胶（0.8ml/支 2支/盒）雅致,1,支,3241,盒,"{""id"":58412,""service_id"":406457,""goods_id"":274206,""goods_name"":""注射用交联透明质酸钠凝胶（0.8ml/支 2支/盒）雅致"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":3241,""unit"":""盒"",""ratio"":2,""spu_id"":274206}"
953590,406453,1467,【服务】生美桃花眼,FW20241023300790637,皮肤科,小项目,,,,,,,
948614,405804,1467,【服务】热石spa按摩60min,FW20241021140146829,皮肤科,小项目,,,,,,,
948612,405802,1467,【服务】艾维岚,FW20241021623369875,无创科,玻尿酸（塑形填充）,274206,注射用交联透明质酸钠凝胶（0.8ml/支 2支/盒）雅致,1,支,3241,盒,"{""id"":57888,""service_id"":405802,""goods_id"":274206,""goods_name"":""注射用交联透明质酸钠凝胶（0.8ml/支 2支/盒）雅致"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":3241,""unit"":""盒"",""ratio"":2,""spu_id"":274206}"
948610,405800,1467,【服务】丝丽532眼周手针,FW20241021392333210,皮肤科,中胚层项目,274514,无菌液体伤口敷料（富勒烯3ml/支）,1,支,0,支,"{""id"":57886,""service_id"":405800,""goods_id"":274514,""goods_name"":""无菌液体伤口敷料（富勒烯3ml/支）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274514}"
948604,405798,1467,【服务】和风舒洗35min,FW20241021477782005,皮肤科,小项目,,,,,,,
150376,99766,1467,络腮胡脱毛（手工）,sg024,皮肤科,手工,,,,,,,
916843,402424,1467,【服务】瑞恩诗胶原+丰丽雅（面眼颈）水光,FW20241006399272916,皮肤科,中胚层项目,184391,101,1,件,0,件,"{""id"":56018,""service_id"":402424,""goods_id"":184391,""goods_name"":""101"",""balance"":1,""consume_unit"":""件"",""consume_unit_id"":0,""unit"":""件"",""ratio"":1,""spu_id"":184391}"
806093,365290,1467,visia皮肤检测好评,FW20240331916216037,皮肤科,小项目,,,,,,,
915310,401843,1467,【服务】超皮秒（淡化黑眼圈）,FW20240930257592331,皮肤科,光电项目,,,,,,,
914830,401595,1467,【服务】润百颜黑金1ml,FW20240929622753391,无创科,玻尿酸（塑形填充）,274203,"伊婉V
（注射用修饰透明质酸钠凝胶）",1,支,0,支,"{""id"":54033,""service_id"":401595,""goods_id"":274203,""goods_name"":""伊婉V\n（注射用修饰透明质酸钠凝胶）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274203}"
897992,394735,1467,[服务]少女针伊妍仕,FW20240827178364546,无创科,玻尿酸（塑形填充）,274210,注射用交联透明质酸钠凝胶(艾莉薇传奇版蓝盒）,1,支,0,支,"{""id"":46062,""service_id"":394735,""goods_id"":274210,""goods_name"":""注射用交联透明质酸钠凝胶(艾莉薇传奇版蓝盒）"",""balance"":1,""consume_unit"":""支"",""consume_unit_id"":0,""unit"":""支"",""ratio"":1,""spu_id"":274210}"
897991,394734,1467,【服务】进口全脸除皱100u,FW20240827041827588,无创科,肉毒素治疗,,,,,,,
895533,393474,1467,【服务】5代热玛吉900发,FW20240820380181380,皮肤科,光电项目,,,,,,,
887886,390217,1467,【服务】丽珠兰白瓷,FW20240803054147171,皮肤科,中胚层项目,,,,,,,
886539,389825,1467,【服务】欧洲之星三模式,FW20240731044300498,皮肤科,光电项目,,,,,,,
886536,389822,1467,【服务】修丽可高光瓶,FW20240731044013805,皮肤科,中胚层项目,,,,,,,
885600,389621,1467,【服务】复配淡斑水光,FW20240728542545694,皮肤科,中胚层项目,,,,,,,
885599,389620,1467,【服务】复配美白水光,FW20240728042619286,皮肤科,中胚层项目,,,,,,,
876561,385731,1467,项目产品调整,FW20240710026947132,咨询部,借台费,,,,,,,
873706,384301,1467,多项目局麻手工（眼+鼻/下巴/吸脂/自体脂肪填充）,FW20240704307475323,整外科,整外手工,,,,,,,
873704,384299,1467,植发手工,FW20240704996028973,整外科,整外手工,,,,,,,
853649,378767,1467,【服务】净斑素,FW20240603138734044,皮肤科,中胚层项目,,,,,,,
851937,378562,1467,【服务】菲洛嘉,FW20240531140038942,皮肤科,中胚层项目,,,,,,,
837504,376166,1467,visia皮肤检测,FW20240521060593076,皮肤科,小项目,,,,,,,
829848,374708,1467,【服务】二氧化碳激光点阵,FW20240514701367712,皮肤科,光电项目,,,,,,,
828172,374234,1467,测试链接~勿拍,FW20240510543003519,活动项目汇总,第一届最美医美人,,,,,,,
823598,372468,1467,【服务】进口下颌缘,FW20240501100761374,无创科,肉毒素治疗,,,,,,,
818482,370193,1467,【服务】舒敏之星 ,FW20240422808127308,皮肤科,小项目,,,,,,,
814821,369006,1467,【服务】国产衡力单部位（颏肌）,FW20240417240093919,无创科,肉毒素治疗,,,,,,,
805839,365126,1467,全麻体检,FW20240329299387851,整外科,其他手术,,,,,,,
805838,365125,1467,局麻体检,FW20240329968028723,整外科,其他手术,,,,,,,
805837,365124,1467,局麻,FW20240329898567872,麻醉科,麻醉,,,,,,,
805835,365122,1467,单部位线雕,FW20240329718256207,无创科,（长效型线雕）悦美艺术线雕,,,,,,,
805834,365121,1467,进口全脸线雕,FW20240329011814795,无创科,（长效型线雕）悦美艺术线雕,,,,,,,
805833,365120,1467,国产全脸线雕,FW20240329963413120,无创科,（长效型线雕）悦美艺术线雕,,,,,,,
805832,365119,1467,内吸眼袋,FW20240329033830125,整外科,眼部-眼袋手术,,,,,,,
805831,365118,1467,【服务】纹眉-雾根眉,FW20240329045261149,纹绣部,纹眉,,,,,,,
805830,365117,1467,【服务】纹眉-线条眉,FW20240329244464395,纹绣部,纹眉,,,,,,,
805826,365115,1467,【服务】伊妍仕少女针1ml,FW20240329074732655,无创科,玻尿酸（塑形填充）,,,,,,,
805821,365112,1467,【服务】乔雅登缇颜1.0,FW20240329676440579,无创科,玻尿酸（塑形填充）,,,,,,,
805819,365110,1467,【服务】乔雅登丰颜1.0,FW20240329382013789,无创科,玻尿酸（塑形填充）,,,,,,,
805811,365102,1467,【服务】进口botox肉毒加入水光,FW20240329126785896,无创科,肉毒素治疗,,,,,,,
805810,365101,1467,【服务】国产肉毒加入水光,FW20240329866805474,无创科,肉毒素治疗,,,,,,,
805808,365099,1467,【服务】进口botox颈阔肌,FW20240329488819504,无创科,肉毒素治疗,,,,,,,
805807,365098,1467,【服务】进口botox瘦脸针,FW20240329541360597,无创科,肉毒素治疗,,,,,,,
805806,365097,1467,【服务】进口botox瘦肩/瘦小腿200u,FW20240329224935780,无创科,肉毒素治疗,,,,,,,
805780,365071,1467,【服务】四代热玛吉眼部,FW20240329559550373,皮肤科,光电项目,,,,,,,
805779,365070,1467,【服务】四代热玛吉面部+颈部,FW20240329271529134,皮肤科,光电项目,,,,,,,
805778,365069,1467,【服务】四代热玛吉面部,FW20240329065103553,皮肤科,光电项目,,,,,,,
805777,365068,1467,【服务】欧洲之星（颈部）,FW20240329058440891,皮肤科,光电项目,,,,,,,
805771,365062,1467,【服务】超皮秒（补单）,FW20240329509505102,皮肤科,光电项目,,,,,,,
805766,365057,1467,【服务】肚脐眼脱毛,FW20240329557683082,皮肤科,脱毛项目,,,,,,,
805135,365011,1467,【服务】下巴脱毛,FW20240329024238942,皮肤科,脱毛项目,,,,,,,
802883,363939,1467,拆线,FW20240325227268870,整外科,整外手工,,,,,,,
802882,363938,1467,换药,FW20240325013982935,整外科,整外手工,,,,,,,
802881,363937,1467,抽血,FW20240325645586573,整外科,整外手工,,,,,,,
802880,363936,1467,输液,FW20240325119817411,整外科,整外手工,,,,,,,
802879,363935,1467,夜班费,FW20240325997121897,整外科,整外手工,,,,,,,
802878,363934,1467,全麻手工,FW20240325816508502,整外科,整外手工,,,,,,,
802877,363933,1467,局麻手工,FW20240325006169084,整外科,整外手工,,,,,,,
772936,353282,1467,单部位吸脂,DB001,整外科,脂肪手术,,,,,,,
770733,352021,1467,打水光+(复合）,SG241607,皮肤科,手工,,,,,,,
770613,352002,1467,打热玛吉,sg241606,皮肤科,手工,,,,,,,
770612,352001,1467,打全超声炮,sg241604,皮肤科,手工,,,,,,,
770611,352000,1467,打半超声炮,sg241603,皮肤科,手工,,,,,,,
766720,350313,1467,筋膜复位提升术,JM0001,整外科,其他手术,,,,,,,
630352,297543,1467,拆线换药,CX01,整外科,眼部-重睑术,,,,,,,
510817,254665,1467,润百颜0.5ml,y5,无创科,玻尿酸（塑形填充）,,,,,,,
471226,237313,1467,美骨秘颜单部位,WC322,无创科,玻尿酸（塑形填充）,,,,,,,
453208,228515,1467,借台费,JT01,咨询部,借台费,,,,,,,
426861,208857,1467,【服务】优斐斯,pfk213,皮肤科,中胚层项目,,,,,,,
424244,206911,1467,打CC（手工）,SG28,皮肤科,手工,,,,,,,
424243,206910,1467,打二氧化碳（手工）,SG27,皮肤科,手工,,,,,,,
424242,206909,1467,打黄金超光子（手工）,SG26,皮肤科,手工,,,,,,,
424241,206908,1467,打光子单模式（手工）,SG25,皮肤科,手工,,,,,,,
424240,206907,1467,打4D全面部/含眼或颈（手工）,SG24,皮肤科,手工,,,,,,,
424239,206906,1467,打4D全面部/全模式（手工）,SG23,皮肤科,手工,,,,,,,
424238,206905,1467,打4D局部（手工）,SG22,皮肤科,手工,,,,,,,
424237,206904,1467,打1565（手工）,SG21,皮肤科,手工,,,,,,,
424236,206903,1467,打超皮秒（手工）,SG20,皮肤科,手工,,,,,,,
424233,206900,1467,打CO2点阵（手工）,SG17,皮肤科,手工,,,,,,,
424232,206899,1467,打黄金射频（手工）,SG16,皮肤科,手工,,,,,,,
424228,206895,1467,针清（手工）,SG12,皮肤科,手工,,,,,,,
365670,179093,1467,【服务】特思嘉  密密弹  2980元/次,TP02,无创科,头皮水光,,,,,,,
365669,179092,1467,【服务】特思嘉 长长弹,TP01,无创科,头皮水光,,,,,,,
363545,177887,1467,水光针针头（耗材产品）,050,皮肤科,手工,,,,,,,
334327,159868,1467,纹绣-唇转色,WX10,纹绣部,纹唇,,,,,,,
334326,159867,1467,纹绣-高奢水晶唇（双色）,WX09,纹绣部,纹唇,,,,,,,
334325,159866,1467,纹绣-轻奢水晶唇,WX08,纹绣部,纹唇,,,,,,,
334319,159863,1467,纹绣-美瞳线,WX05,纹绣部,纹眼线,,,,,,,
255982,145588,1467,【服务】黄金射频微针腹部,pfzphjf,皮肤科,光电项目,,,,,,,
198894,127983,1467,【服务】半永久纹唇-单色,987,纹绣部,纹唇,,,,,,,
198893,127982,1467,【服务】纹眉-丝雾眉,988,纹绣部,纹眉,,,,,,,
188845,122156,1467,【服务】脱手背毛一双,2021518,皮肤科,脱毛项目,,,,,,,
181278,118259,1467,进口假体综合隆鼻,04900,整外科,鼻部-鼻综合,,,,,,,
181276,118257,1467,上睑下垂调整术,0440,整外科,眼部-重睑术,,,,,,,
181265,118246,1467,隆颏术（国产假体）,054,整外科,下巴手术,,,,,,,
181264,118245,1467,国产假体耳软骨隆鼻,048,整外科,鼻部-鼻综合,,,,,,,
181262,118243,1467,开内眼角,043,整外科,眼部-重睑术,,,,,,,
181261,118242,1467,上睑松弛矫正术,042,整外科,眼部-重睑术,,,,,,,
181254,118235,1467,【服务】国产玻尿酸润百颜1ml,034,无创科,玻尿酸（塑形填充）,,,,,,,
181245,118226,1467,【服务】东国,023,皮肤科,中胚层项目,,,,,,,
181235,118216,1467,【服务】芯丝翠进口果酸,00900,皮肤科,小项目,,,,,,,
170275,111802,1467,【服务】思美润平痘修复套组,044,皮肤科,中胚层项目,,,,,,,
167944,109918,1467,【服务】思美润美白修复套组,028,皮肤科,中胚层项目,,,,,,,
167682,109792,1467,密丽除疤痕膏,0327,整外科,其他手术,,,,,,,
160350,104570,1467,东方鬓露女士毛囊滋养液,284,整外科,其他手术,,,,,,,
160348,104568,1467,东方鬓露男士毛囊滋养液,287,整外科,其他手术,,,,,,,
160347,104567,1467,达霏欣米诺地尔搽剂,259,整外科,其他手术,,,,,,,
160346,104566,1467,启悦非那雄胺片,258,整外科,其他手术,,,,,,,
158929,103244,1467,植发/单位,999,整外科,其他手术,,,,,,,
150397,99787,1467,唇毛脱毛（手工）,cm001,皮肤科,手工,,,,,,,
150396,99786,1467,比基尼脱毛（手工）,cm002,皮肤科,手工,,,,,,,
150395,99785,1467,腋毛脱毛（手工）,sg025,皮肤科,手工,,,,,,,
150394,99784,1467,胸毛脱毛（手工）,sg044,皮肤科,手工,,,,,,,
150392,99782,1467,大腿脱毛（手工）,sg042,皮肤科,手工,,,,,,,
150391,99781,1467,颈部脱毛（手工）,sg041,皮肤科,手工,,,,,,,
150390,99780,1467,手指脱毛（手工）,sg040,皮肤科,手工,,,,,,,
150389,99779,1467,乳晕脱毛（手工）,sg039,皮肤科,手工,,,,,,,
150388,99778,1467,腹部脱毛（手工）,sg037,皮肤科,手工,,,,,,,
150387,99777,1467,脐周脱毛（手工）,sg036,皮肤科,手工,,,,,,,
150386,99776,1467,眉毛修整（手工）,sg035,皮肤科,手工,,,,,,,
150385,99775,1467,下颌脱毛（手工）,sg034,皮肤科,手工,,,,,,,
150384,99774,1467,额头脱毛（手工）,sg033,皮肤科,手工,,,,,,,
150383,99773,1467,背部脱毛（手工）,sg032,皮肤科,手工,,,,,,,
150382,99772,1467,小腿脱毛（手工）,sg031,皮肤科,手工,,,,,,,
150381,99771,1467,脸颊脱毛（手工）,sg030,皮肤科,手工,,,,,,,
150380,99770,1467,手背脱毛（手工）,sg029,皮肤科,手工,,,,,,,
150379,99769,1467,脚背脱毛（手工）,sg028,皮肤科,手工,,,,,,,
150378,99768,1467,脚趾脱毛（手工）,sg027,皮肤科,手工,,,,,,,
150377,99767,1467,两鬓角脱毛（手工）,sg026,皮肤科,手工,,,,,,,
150375,99765,1467,臀部脱毛（手工）,sg023,皮肤科,手工,,,,,,,
150374,99764,1467,后发际线脱毛（手工）,sg022,皮肤科,手工,,,,,,,
150373,99763,1467,前发际线脱毛（手工）,sg021,皮肤科,手工,,,,,,,
150372,99762,1467,下手臂脱毛（手工）,sg020,皮肤科,手工,,,,,,,
150371,99761,1467,上手臂脱毛（手工）,sg019,皮肤科,手工,,,,,,,
150370,99760,1467,全脸脱毛（手工）,sg018,皮肤科,手工,,,,,,,
150367,99757,1467,激光配台（手工）,sg015,皮肤科,手工,,,,,,,
150366,99756,1467,检测拍摄（手工）,sg014,皮肤科,手工,,,,,,,
150365,99755,1467,小气泡（手工）,sg013,皮肤科,手工,,,,,,,
150357,99747,1467,LED（手工）,sg005,皮肤科,手工,,,,,,,
138901,92828,1467,其他,0000,美丽管家部,分诊,,,,,,,
138900,92827,1467,再消费,004,美丽管家部,分诊,,,,,,,
105411,69702,1467,私密整形,ZW081,整外科,其他手术,,,,,,,
105410,69701,1467,小切口除皱术（小拉皮手术）,ZW080,整外科,其他手术,,,,,,,
105409,69700,1467,腋臭切除术,ZW079,整外科,其他手术,,,,,,,
